id,work_title,composer,part_name,voice_type_primary,specialization,part_tier,category,created_at
216e2b8e-f2f4-4015-ae9d-ab3b49745aac,Gotterdammerung,Richard Wagner,Waltraute,mezzo_soprano,dramatic_mezzo,secondary,opera,2026-04-26 20:22:59.252405
217774f5-9c31-43a5-8e85-88213c027f16,Falstaff,Giuseppe Verdi,Sir John Falstaff,baritone,lyric_baritone,lead,opera,2026-04-26 18:57:01.888083
21883159-4d8f-4124-95d3-3ca2a8a647d9,Romeo et Juliette,Charles Gounod,Tybalt,tenor,comprimario_tenor,secondary,opera,2026-04-26 18:57:01.888083
2188cf58-342a-441b-b11c-f5a10d34f1b8,Katya Kabanova,Leos Janacek,Kudrjas,tenor,comprimario_tenor,secondary,opera,2026-04-26 20:26:11.596639
218c4131-fa0c-489d-926b-9f52a2724405,Herodiade,Jules Massenet,Phanuel,bass,lyric_bass,secondary,opera,2026-04-26 20:26:11.596639
2190e6a2-e190-4674-8b0d-509813929361,Prince Igor,Alexander Borodin,Skula,bass,buffo_bass,small,opera,2026-04-26 20:20:59.436774
21a3e9e1-05d5-4aab-9715-e3a2312210fa,Idomeneo,Wolfgang Amadeus Mozart,Arbace,tenor,lyric_tenor,small,opera,2026-04-26 20:20:59.436774
21ef89db-5d3d-49b0-b707-e9282c98b733,Mass in F minor Op 130,Anton Bruckner,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 19:56:19.320672
22146f7f-80d6-4c34-b0d4-1a839220f4fc,The Damnation of Faust,Hector Berlioz,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
2219ab3c-c872-4a94-aec3-6a2703c19a90,Prince Igor,Alexander Borodin,Ovlur,tenor,comprimario_tenor,small,opera,2026-04-26 20:20:59.436774
223d090a-05b6-4e90-9b23-a4d35b696d2e,Nabucco,Giuseppe Verdi,Abdallo,tenor,comprimario_tenor,small,opera,2026-04-26 18:58:46.291908
224233d4-4115-4ea9-9a7f-4a86d54dc713,I Puritani,Vincenzo Bellini,Sir Bruno Robertson,tenor,comprimario_tenor,small,opera,2026-04-26 18:58:46.291908
22546d77-d467-4d1e-98e0-a627cd2f2863,Stabat Mater Op 53,Karol Szymanowski,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
22779380-f684-4b90-9d78-68e2381924d6,Don Quichotte,Jules Massenet,Rodriguez,tenor,comprimario_tenor,small,opera,2026-04-26 20:26:11.596639
229caf29-a36b-4e3b-88a7-0ece10d56110,L'Enfance du Christ,Hector Berlioz,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
22d309ff-2f93-4f8e-a01c-1e1a7301b6c9,Rusalka,Antonin Dvorak,The Witch Jezibaba,mezzo_soprano,dramatic_mezzo,secondary,opera,2026-04-26 19:01:41.337283
22f31c93-491f-4d13-8d20-9ba3835b9736,Judas Maccabaeus,George Frideric Handel,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
22fdf7e9-b649-43c2-92c6-98f7e824eda2,Athalia,George Frideric Handel,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
2309e92e-246b-4be2-aa8d-9b729bdceb2e,Stabat Mater Op 53,Karol Szymanowski,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
235bf87a-ea26-4d4e-92ba-a1c1412c42d0,Ariadne auf Naxos,Richard Strauss,The Music Master,baritone,lyric_baritone,secondary,opera,2026-04-26 20:20:59.436774
23c66ed0-3e8d-42e0-9e07-64fd0d87672b,Samson et Dalila,Camille Saint-Saens,A Philistine Messenger,tenor,comprimario_tenor,small,opera,2026-04-26 18:57:01.888083
24083f7d-e997-4eb7-a96d-0304a52b74bb,Easter Oratorio BWV 249,Johann Sebastian Bach,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
2412ce95-4524-446c-866a-c1bfbbebbaec,Gotterdammerung,Richard Wagner,Gunther,baritone,lyric_baritone,secondary,opera,2026-04-26 20:22:59.252405
24156add-4deb-4966-b37e-5823b4717db8,Requiem in C minor,Luigi Cherubini,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
24613437-58db-4f4d-b331-083d933367c8,War and Peace,Sergei Prokofiev,Sonya,mezzo_soprano,lyric_mezzo,secondary,opera,2026-04-26 20:22:59.252405
2585d5e2-00ed-492e-a99a-12f5eee2b944,Simon Boccanegra,Giuseppe Verdi,Simon Boccanegra,baritone,lyric_baritone,lead,opera,2026-04-26 18:57:01.888083
25996d0b-d423-40e7-9d74-bbaec226c1dd,Roberto Devereux,Gaetano Donizetti,Duke of Nottingham,baritone,lyric_baritone,secondary,opera,2026-04-26 20:22:59.252405
25fcea0d-9890-4a73-98c0-09113e1aebb3,Le Nozze di Figaro,Wolfgang Amadeus Mozart,Basilio,tenor,comprimario_tenor,secondary,opera,2026-04-26 18:48:43.492581
262d7703-0e16-4874-b534-ad6a45932c9c,Romeo et Juliette,Charles Gounod,Gertrude,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 18:57:01.888083
263a80d4-9a07-428b-80ac-27b8cd770ccc,Turandot,Giacomo Puccini,Turandot,soprano,dramatic_soprano,lead,opera,2026-04-26 18:54:05.133147
266e0c9c-8735-403d-b0f5-6faa0ee6cc88,Ascension Oratorio BWV 11,Johann Sebastian Bach,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 19:55:04.175513
268139d1-a16b-4015-9258-c6da57ed61eb,Belshazzar,George Frideric Handel,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
26b2b04e-44ca-4cda-ac69-e984f2364a43,Scenes from Goethe's Faust,Robert Schumann,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
26bb0f33-7d45-4bd5-b0a2-816883c7e130,The Armed Man A Mass for Peace,Karl Jenkins,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
26eba8d4-e16d-4af8-9fbf-3f0b1f33dcc7,A Midsummer Night's Dream,Benjamin Britten,Hippolyta,mezzo_soprano,lyric_mezzo,secondary,opera,2026-04-26 20:26:11.596639
2731f148-560c-487b-b43d-47fbfd90492a,The Damnation of Faust,Hector Berlioz,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
273eb2e6-4e57-48b4-ad9e-40d022c74448,L'Enfance du Christ,Hector Berlioz,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
277f9275-c0f3-4089-80d1-aa979d95abff,Iphigenie en Tauride,Christoph Willibald Gluck,Pylade,tenor,lyric_tenor,secondary,opera,2026-04-26 20:26:11.596639
278f2e62-01a4-4106-af02-e21b861f4cde,La Fanciulla del West,Giacomo Puccini,Nick,tenor,comprimario_tenor,small,opera,2026-04-26 19:01:41.337283
2794ecf8-fddb-4494-9eb3-f7dd3cbdb67d,Requiem in C minor,Luigi Cherubini,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
27d2ac33-0696-402e-b7a9-a540c1d93b33,Vespro della Beata Vergine,Claudio Monteverdi,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
27d47666-6fab-45de-9b4d-cf3c4c8e8240,The Spectre's Bride,Antonin Dvorak,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:53:06.44092
28057a86-375b-4594-8124-e4bf5778cfee,The Seasons,Joseph Haydn,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
28864376-303e-4fa9-baa1-afeb9469d60c,Eugene Onegin,Pyotr Ilyich Tchaikovsky,Olga,mezzo_soprano,lyric_mezzo,secondary,opera,2026-04-26 18:55:25.267066
288e8cab-f7fc-448f-b16a-4bdb472dae98,Ascension Oratorio BWV 11,Johann Sebastian Bach,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:55:04.175513
28aeed58-9a1e-4689-8164-f6825c16e4ee,Die Meistersinger von Nurnberg,Richard Wagner,David,tenor,lyric_tenor,secondary,opera,2026-04-26 20:20:59.436774
295664b6-1d3e-43af-8f81-46cc70407bd9,Rusalka,Antonin Dvorak,The Kitchen Boy,soprano,soubrette,small,opera,2026-04-26 19:01:41.337283
2981962a-ac0c-4bb0-9cdd-a723cec192cf,Don Giovanni,Wolfgang Amadeus Mozart,Masetto,baritone,lyric_baritone,secondary,opera,2026-04-26 18:48:43.492581
2997f629-03b7-49c8-b88c-f3156ed624d7,Caractacus Op 35,Edward Elgar,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:56:19.320672
29d43eb2-171c-4631-a02b-3a3153573931,Peter Grimes,Benjamin Britten,Reverend Horace Adams,tenor,comprimario_tenor,small,opera,2026-04-26 20:26:11.596639
29e9ca86-0a83-4016-8374-0430baa6704f,Gianni Schicchi,Giacomo Puccini,Gianni Schicchi,baritone,lyric_baritone,lead,opera,2026-04-26 19:01:41.337283
2a74a0c8-33a2-446d-992c-09cde8dca8aa,Rejoice in the Lamb Op 30,Benjamin Britten,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 19:58:58.058831
2a9fd839-0e31-416c-b92b-ae5580b65949,Les Contes d'Hoffmann,Jacques Offenbach,Crespel,baritone,lyric_baritone,small,opera,2026-04-26 18:58:46.291908
2aa4ab55-13f2-43f7-b86c-87cdd01dd9cc,La Forza del Destino,Giuseppe Verdi,Padre Guardiano,bass,dramatic_bass,secondary,opera,2026-04-26 18:57:01.888083
2b07c49f-d92f-41bc-a5d4-10ba7051b614,Suor Angelica,Giacomo Puccini,Suor Genovieffa,soprano,soubrette,small,opera,2026-04-26 19:01:41.337283
2b0f4ef1-4025-4c9d-a04f-6d960f41bedc,Requiem in D minor,Wolfgang Amadeus Mozart,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-26 20:28:53.719839
2b297f1f-3fee-42a2-8646-5727d03bf256,Les Contes d'Hoffmann,Jacques Offenbach,Lindorf,baritone,dramatic_baritone,secondary,opera,2026-04-26 18:58:46.291908
2bbb8b46-c745-4b2e-b578-5d366809bbcd,L'Italiana in Algeri,Gioachino Rossini,Elvira,soprano,soubrette,secondary,opera,2026-04-26 20:20:59.436774
2bd19a99-84aa-4c64-9631-de4a0b73ac42,Manon,Jules Massenet,Guillot de Morfontaine,tenor,comprimario_tenor,small,opera,2026-04-26 18:58:46.291908
2be65ef6-f3d2-4289-bbc9-ef670f5cd42e,Don Carlo,Giuseppe Verdi,Don Carlo,tenor,spinto_tenor,lead,opera,2026-04-26 18:58:46.291908
2bf22526-9f4c-498b-a448-bf104c7e1fcf,Aida,Giuseppe Verdi,Amonasro,baritone,dramatic_baritone,secondary,opera,2026-04-26 18:54:05.133147
2c2067ac-137d-4e69-8526-c292db0c04da,Der Freischutz,Carl Maria von Weber,The Hermit,bass,lyric_bass,small,opera,2026-04-26 20:20:59.436774
2c4fba11-a4df-4256-b267-90e3e9c5458a,La Gioconda,Amilcare Ponchielli,Alvise Badoero,bass,dramatic_bass,secondary,opera,2026-04-26 18:57:01.888083
2c54eefd-7cb0-4cf6-b36c-ff609afe91fe,Cosi fan tutte,Wolfgang Amadeus Mozart,Fiordiligi,soprano,lyric_soprano,lead,opera,2026-04-26 18:57:01.888083
2c9bcc43-716c-4622-ad6a-6c094ccd5949,The Cunning Little Vixen,Leos Janacek,The Vixen,soprano,lyric_soprano,lead,opera,2026-04-26 20:26:11.596639
2d0665b8-a5b7-4e31-8dea-f1a9b3d52e22,Elijah,Felix Mendelssohn,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-26 20:28:53.719839
2d1a7d0b-e8be-4206-ba4c-aef1b2100fc8,Macbeth,Giuseppe Verdi,Malcolm,tenor,comprimario_tenor,small,opera,2026-04-26 19:01:41.337283
2e568c53-5ffa-43bb-b8e2-26a145346de4,Lucia di Lammermoor,Gaetano Donizetti,Enrico Ashton,baritone,lyric_baritone,lead,opera,2026-04-26 18:54:05.133147
2e5e9c60-e5fd-4746-9031-f93d6b751ed8,The Cunning Little Vixen,Leos Janacek,The Fox,soprano,soubrette,secondary,opera,2026-04-26 20:26:11.596639
2e6cb711-63cf-4205-8b73-e4b224f9f251,Die Meistersinger von Nurnberg,Richard Wagner,Magdalene,mezzo_soprano,lyric_mezzo,secondary,opera,2026-04-26 20:20:59.436774
2e76350a-0ee5-4e33-93c3-2ea16c6689d7,A Child of Our Time,Michael Tippett,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
2e9c87e7-1aca-4d58-8bf1-50fab074f9ba,La Traviata,Giuseppe Verdi,Alfredo Germont,tenor,lyric_tenor,lead,opera,2026-04-26 18:48:43.492581
2ec56014-e0e6-4920-91b2-26b435759fe2,La Clemenza di Tito,Wolfgang Amadeus Mozart,Publio,bass,lyric_bass,secondary,opera,2026-04-26 20:26:11.596639
2f011c21-0bf8-4b95-b28d-2c88e661a7b0,Mors et Vita,Charles Gounod,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
2f1cb55d-d134-4066-8210-60314b192f44,Der Freischutz,Carl Maria von Weber,Agathe,soprano,lyric_soprano,lead,opera,2026-04-26 20:20:59.436774
2f26abd6-9b1e-4d52-96bc-c58ff1468e99,Giulio Cesare,George Frideric Handel,Nireno,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 20:20:59.436774
2f2c0d5b-f928-4824-87fb-b7e9fd66d627,Saul,George Frideric Handel,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:53:06.44092
2fdad5de-642c-4187-aaf1-818cee74aecc,Lady Macbeth of Mtsensk,Dmitri Shostakovich,A Shabby Peasant,tenor,comprimario_tenor,small,opera,2026-04-26 20:26:11.596639
2fe31a5d-091f-48ad-b3df-085d96b5a437,Parsifal,Richard Wagner,Gurnemanz,bass,lyric_bass,lead,opera,2026-04-26 20:20:59.436774
3050196d-9990-473e-8cc6-226ffedbf89d,Saint Ludmila,Antonin Dvorak,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:53:06.44092
3054e0c9-3cfa-4f4b-a8a1-a153d008d870,La Boheme,Giacomo Puccini,Mimi,soprano,lyric_soprano,lead,opera,2026-04-26 18:48:43.492581
308a96de-7465-43dc-aa2d-3e4c7e9d2fd0,Der Rosenkavalier,Richard Strauss,The Marschallin,soprano,lyric_spinto_soprano,lead,opera,2026-04-26 18:55:25.267066
3092e39c-88f3-462e-89a8-eb49ef3fef73,Maria Stuarda,Gaetano Donizetti,Elisabetta,mezzo_soprano,dramatic_mezzo,lead,opera,2026-04-26 20:20:59.436774
309a00a1-d82e-481c-a759-bf0c6cf59ac8,Siegfried,Richard Wagner,Brunnhilde,soprano,dramatic_soprano,lead,opera,2026-04-26 20:22:59.252405
309ef5a9-bdd3-415c-8e61-9f0065ff37a9,Ariadne auf Naxos,Richard Strauss,The Major-Domo,tenor,comprimario_tenor,small,opera,2026-04-26 20:20:59.436774
30a532c0-af62-42ff-abf9-d004480f14ae,Hamlet,Ambroise Thomas,Horatio,baritone,lyric_baritone,secondary,opera,2026-04-26 20:22:59.252405
30e89d7f-43e1-4025-bc88-03eded89741c,Susanna,George Frideric Handel,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 19:55:04.175513
311cfb35-0204-4c38-94b0-29e2462af539,Christmas Oratorio BWV 248,Johann Sebastian Bach,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
31625d2f-02d0-4f17-a77d-3ac759acb7d5,Les Huguenots,Giacomo Meyerbeer,Raoul de Nangis,tenor,spinto_tenor,lead,opera,2026-04-26 20:26:11.596639
317e43af-0565-46c3-b67b-dd44d3cc2f5e,Les Beatitudes,Cesar Franck,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 19:53:06.44092
31b331f9-465b-4afc-8c60-e07594faae48,Spring Symphony Op 44,Benjamin Britten,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,symphonic,2026-04-27 19:51:55.063557
322793a4-0f19-487e-b221-2978110aa29a,Les Contes d'Hoffmann,Jacques Offenbach,Olympia,soprano,coloratura_soprano,lead,opera,2026-04-26 18:58:46.291908
322954fe-51f5-453f-9b9e-4e5cec6852c4,Il Trovatore,Giuseppe Verdi,Count di Luna,baritone,lyric_baritone,lead,opera,2026-04-26 18:54:05.133147
322d302e-e556-456e-ac98-3737f26f9e8e,Lakme,Leo Delibes,Miss Ellen,soprano,soubrette,small,opera,2026-04-26 20:22:59.252405
324e828e-840a-42ca-83fe-f4a9830c1d9d,Luisa Miller,Giuseppe Verdi,Laura,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 19:01:41.337283
3256c808-5c6f-4e20-84df-8d7a5276ff48,Mass in F minor Op 130,Anton Bruckner,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:56:19.320672
32664336-eca6-40e6-99c9-4cf76472786e,Das Rheingold,Richard Wagner,Loge,tenor,spinto_tenor,lead,opera,2026-04-26 20:22:59.252405
32929c84-07e5-4160-8219-d1945cda8f99,Lulu,Alban Berg,The Prince,tenor,comprimario_tenor,small,opera,2026-04-26 20:26:11.596639
32b5444f-12f3-43df-b8e8-09856f3b6f2d,Salome,Richard Strauss,Herod,tenor,spinto_tenor,lead,opera,2026-04-26 18:58:46.291908
32fd5fb7-3282-4d13-8fc6-da5abf563c82,La Forza del Destino,Giuseppe Verdi,Fra Melitone,baritone,buffo_baritone,secondary,opera,2026-04-26 18:57:01.888083
338ed131-6e24-487d-b2ad-52c07a0f6694,Lulu,Alban Berg,Dr Schon,baritone,dramatic_baritone,lead,opera,2026-04-26 20:26:11.596639
33a1bca7-c5c5-43bb-a661-7cfd289146ed,Manon,Jules Massenet,Des Grieux,tenor,lyric_tenor,lead,opera,2026-04-26 18:58:46.291908
33bd9707-0d96-4aba-8017-4fc4e7064665,Carmen,Georges Bizet,Don Jose,tenor,spinto_tenor,lead,opera,2026-04-26 18:48:43.492581
3435b94a-f5dd-4b38-b009-c7b2ac5e4a59,Lauda Sion,Felix Mendelssohn,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
3463f02a-9205-4a5e-a893-cab1fb2b7e14,Romeo et Juliette,Charles Gounod,Frere Laurent,bass,lyric_bass,secondary,opera,2026-04-26 18:57:01.888083
349f9ece-429f-4d21-ae26-120804e102d4,Manon,Jules Massenet,Count des Grieux,bass,lyric_bass,secondary,opera,2026-04-26 18:58:46.291908
34b3e715-0a71-4d03-8251-19f67c459fcb,Der Freischutz,Carl Maria von Weber,Kuno,bass,lyric_bass,small,opera,2026-04-26 20:20:59.436774
34c2f523-2bbf-4cb9-8492-eadacc8dc7da,Theodora,George Frideric Handel,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
35440b3d-b1ac-4176-a9d9-22067c9ea590,Macbeth,Giuseppe Verdi,Macbeth,baritone,dramatic_baritone,lead,opera,2026-04-26 19:01:41.337283
3549f279-6b4d-4f1d-9d29-bd27bf4ba48d,Les Contes d'Hoffmann,Jacques Offenbach,Schlemil,baritone,comprimario_baritone,small,opera,2026-04-26 18:58:46.291908
3566e6e3-2030-4356-9c88-abdafa961255,Madama Butterfly,Giacomo Puccini,The Bonze,bass,dramatic_bass,small,opera,2026-04-26 18:54:05.133147
356befef-3a9e-47dd-abfd-3a374d28c79d,Mass in C minor K 427,Wolfgang Amadeus Mozart,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
358b3641-6e79-4a9a-be86-0fdf20e5510b,Andrea Chenier,Umberto Giordano,Carlo Gerard,baritone,dramatic_baritone,lead,opera,2026-04-26 19:01:41.337283
35a015e9-2b0f-4e1c-a6cb-7d0386661cf1,Khovanshchina,Modest Mussorgsky,Emma,soprano,lyric_soprano,secondary,opera,2026-04-26 20:22:59.252405
35bafc8e-09bc-491b-b0c6-6f398201165e,Turandot,Giacomo Puccini,Pang,tenor,comprimario_tenor,secondary,opera,2026-04-26 18:54:05.133147
3636e72f-c14b-4848-8d04-a15c09400d60,Peter Grimes,Benjamin Britten,Bob Boles,tenor,comprimario_tenor,secondary,opera,2026-04-26 20:26:11.596639
36cab1db-bdcc-4601-9b81-11c0075abc9f,Don Carlo,Giuseppe Verdi,A Monk,bass,comprimario_bass,small,opera,2026-04-26 18:58:46.291908
36f70aba-f93a-41ce-9cbd-c06b8f8ef87f,Tannhauser,Richard Wagner,Venus,mezzo_soprano,dramatic_mezzo,lead,opera,2026-04-26 20:20:59.436774
378c49d2-ab49-464d-a140-1d34616b1cf3,Boris Godunov,Modest Mussorgsky,Marina Mniszech,mezzo_soprano,dramatic_mezzo,secondary,opera,2026-04-26 19:01:41.337283
37cdd552-80fc-4a64-bae9-14e56e6fffca,La Fanciulla del West,Giacomo Puccini,Jack Rance,baritone,dramatic_baritone,lead,opera,2026-04-26 19:01:41.337283
381bb3de-bfff-4397-99ae-d3ce42995e1f,Samson,George Frideric Handel,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
382a0478-1634-40aa-a2eb-04c653887a84,Les Huguenots,Giacomo Meyerbeer,Marcel,bass,dramatic_bass,secondary,opera,2026-04-26 20:26:11.596639
3855036f-fbad-4350-8537-c987282355fb,Khovanshchina,Modest Mussorgsky,Susanna,soprano,soubrette,small,opera,2026-04-26 20:22:59.252405
3870a3a1-8821-456a-8679-bf897173dd60,Pagliacci,Ruggero Leoncavallo,Silvio,baritone,lyric_baritone,secondary,opera,2026-04-26 18:55:25.267066
38883618-f74e-4484-a3c1-18778cd8a910,Dialogues of the Carmelites,Francis Poulenc,Madame de Croissy,mezzo_soprano,dramatic_mezzo,secondary,opera,2026-04-26 20:22:59.252405
38906b4e-3984-441f-aedf-57124a17895f,Deborah,George Frideric Handel,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
38bc7ddf-2da5-44e8-9844-dcbe1b14b146,Elijah,Felix Mendelssohn,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-26 20:28:53.719839
38cc9846-49be-4058-bd62-51ca2a6a8e56,Arabella,Richard Strauss,Adelaide,mezzo_soprano,lyric_mezzo,secondary,opera,2026-04-26 20:26:11.596639
38e290b9-b453-4944-870e-d94f192a1471,Ernani,Giuseppe Verdi,Giovanna,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 19:01:41.337283
3957b405-bf14-4c47-8394-6d2d29a9fe14,La Clemenza di Tito,Wolfgang Amadeus Mozart,Annio,mezzo_soprano,lyric_mezzo,secondary,opera,2026-04-26 20:26:11.596639
39bcb767-1713-474b-a386-18cb1c2752a2,Werther,Jules Massenet,Schmidt,tenor,comprimario_tenor,small,opera,2026-04-26 18:57:01.888083
39da3642-cbb2-4f95-a842-ebca5d2b26f5,Salome,Richard Strauss,Narraboth,tenor,lyric_tenor,secondary,opera,2026-04-26 18:58:46.291908
3a1afc8e-f266-4705-8023-e95705f6f7eb,L'Italiana in Algeri,Gioachino Rossini,Haly,baritone,comprimario_baritone,small,opera,2026-04-26 20:20:59.436774
3a39a988-c1ff-4b29-949e-ce5b903e1019,Carmen,Georges Bizet,Zuniga,bass,lyric_bass,small,opera,2026-04-26 18:48:43.492581
3b1da76d-150d-4079-8a46-49a54eb12325,The Light of Life Op 29,Edward Elgar,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:56:19.320672
3b3128ce-b30d-4bad-9241-316aa3c5d251,Don Giovanni,Wolfgang Amadeus Mozart,Leporello,bass,buffo_bass,lead,opera,2026-04-26 18:48:43.492581
3ba1ee67-cd51-4fa7-9f63-0e917c96ba8b,Mefistofele,Arrigo Boito,Elena,soprano,lyric_soprano,secondary,opera,2026-04-26 19:01:41.337283
3be48de8-662b-4b9e-addc-2a54b1681f79,Eugene Onegin,Pyotr Ilyich Tchaikovsky,Madame Larina,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 18:55:25.267066
3c4e869f-9d51-467d-a281-406fc339ed6c,Spring Symphony Op 44,Benjamin Britten,Tenor Solo,tenor,concert_solo,lead,symphonic,2026-04-27 19:51:55.063557
3c5f70e7-4cf7-4ae4-899e-a44b8a5840e3,The Dream of Gerontius,Edward Elgar,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-26 20:30:01.34038
3d1e1732-bc0a-4ff3-84e9-1e3b4a00cebf,Mass in E flat major D 950,Franz Schubert,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:56:19.320672
3d6757d6-68d2-48f6-b607-40df8a707b04,Lady Macbeth of Mtsensk,Dmitri Shostakovich,Boris Ismailov,bass,dramatic_bass,secondary,opera,2026-04-26 20:26:11.596639
3dd63a44-d769-4331-92b5-472a7b449687,Rigoletto,Giuseppe Verdi,Countess Ceprano,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 18:54:05.133147
3de210f1-ab87-483b-81d1-c5e81e79ef40,I Puritani,Vincenzo Bellini,Sir Richard Forth,baritone,lyric_baritone,secondary,opera,2026-04-26 18:58:46.291908
3de6c95e-8adf-437f-a43a-8ab08aad7663,Romeo et Juliette,Charles Gounod,The Duke,bass,comprimario_bass,small,opera,2026-04-26 18:57:01.888083
3e8ff0a8-9f16-4085-bebe-ef568542d00c,Khovanshchina,Modest Mussorgsky,The Scrivener,tenor,comprimario_tenor,small,opera,2026-04-26 20:22:59.252405
3ea20518-a9e0-40fc-b6ac-f2f7dcd52a19,Tosca,Giacomo Puccini,Cesare Angelotti,bass,lyric_bass,secondary,opera,2026-04-26 18:54:05.133147
3edc6ef7-4053-4cbe-ab29-bfaab7e073e2,La Resurrezione HWV 47,George Frideric Handel,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 20:00:57.351155
3efb0caa-c526-4d99-b5f3-5a262aad161d,Te Deum,Zoltan Kodaly,Tenor Solo,tenor,concert_solo,lead,oratorio,2026-04-27 19:56:19.320672
3f2e8520-bb83-46ee-b309-992962773b0d,Mass in E flat major D 950,Franz Schubert,Bass Solo,bass,concert_solo,lead,oratorio,2026-04-27 19:56:19.320672
3f442d14-104a-454e-adc5-11f6f30784c7,Der Rosenkavalier,Richard Strauss,Annina,mezzo_soprano,lyric_mezzo,small,opera,2026-04-26 18:55:25.267066
3f5ee454-16ca-4d46-9ca2-34f865e3c9f8,Elijah,Felix Mendelssohn,Baritone Solo,baritone,concert_solo,lead,oratorio,2026-04-26 20:28:53.719839
3f876b5d-bbe7-49ac-abf3-27e3ed80016d,The Damnation of Faust,Hector Berlioz,Mezzo-Soprano Solo,mezzo_soprano,concert_solo,lead,oratorio,2026-04-27 19:51:55.063557
3f8f432a-88a3-4aa9-91f8-706bbfaa76d5,Otello,Giuseppe Verdi,Desdemona,soprano,lyric_spinto_soprano,lead,opera,2026-04-26 18:54:05.133147
3f9c5a79-1567-4362-9817-0478ac43cdd4,Messa da Requiem,Giuseppe Verdi,Soprano Solo,soprano,concert_solo,lead,oratorio,2026-04-26 20:28:53.719839
4005404d-45dc-4038-a8d2-5bc43f91b25d,Carmen,Georges Bizet,Escamillo,baritone,lyric_baritone,lead,opera,2026-04-26 18:48:43.492581
4015e157-ddf6-406e-b749-942db28e9292,Jenufa,Leos Janacek,Jenufa,soprano,lyric_soprano,lead,opera,2026-04-26 19:01:41.337283
403899f7-a5ac-4a33-8db5-94aea54d51ce,Turandot,Giacomo Puccini,Liu,soprano,lyric_soprano,secondary,opera,2026-04-26 18:54:05.133147
